[True, False, True]
Run timestamp: 05102023_213259_9.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'nanostring_cosmx_human_nsclc', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch4', 'batch5', 'batch6', 'batch7', 'batch8', '--n_neighbors', '4', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'human', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'fov', 'patient', '--cat_covariates_no_edges', 'True', 'False', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.03', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '30', '5', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', '960', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000.', '--lambda_gene_expr_recon', '3000.', '--lambda_cat_covariates_contrastive', '1000000.0', '--contrastive_logits_pos_ratio', '0.015625', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '100.0', '--lambda_l1_addon', '100.0', '--edge_batch_size', '512', '--node_batch_size', '256', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_9']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2325.
Number of gene programs after filtering and combining: 1858.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch7...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch8...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 960, n_cat_covariates_embed_input: 0, n_hidden: 960, n_latent: 1613, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960

--- INITIALIZING TRAINER ---
Number of training nodes: 631979
Number of validation nodes: 70220
Number of training edges: 1492281
Number of validation edges: 165809
Edge batch size: 512
Node batch size: 256

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.8855; val_auprc_score: 0.9802; val_best_acc_score: 0.9181; val_best_f1_score: 0.9551; train_kl_reg_loss: 16670.3848; train_edge_recon_loss: 649107.6971; train_cat_covariates_contrastive_loss: 949008.6723; train_gene_expr_recon_loss: 2760750.2590; train_masked_gp_l1_reg_loss: 12969.5304; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 29976.6735; train_global_loss: 4418483.2160; train_optim_loss: 4418483.2160; val_kl_reg_loss: 18286.3446; val_edge_recon_loss: 650290.4248; val_cat_covariates_contrastive_loss: 952269.5345; val_gene_expr_recon_loss: 2522185.5455; val_masked_gp_l1_reg_loss: 13632.5498; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 16436.9453; val_global_loss: 4173101.3480; val_optim_loss: 4173101.3480
Epoch 48/400 |██------------------| 12.0% val_auroc_score: 0.9230; val_auprc_score: 0.9858; val_best_acc_score: 0.9334; val_best_f1_score: 0.9630; train_kl_reg_loss: 18046.1562; train_edge_recon_loss: 612221.4342; train_cat_covariates_contrastive_loss: 949961.3633; train_gene_expr_recon_loss: 1919701.0054; train_masked_gp_l1_reg_loss: 12876.2473; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13370.5738; train_global_loss: 3526176.7809; train_optim_loss: 3526176.7809; val_kl_reg_loss: 17688.1712; val_edge_recon_loss: 637068.1094; val_cat_covariates_contrastive_loss: 949567.5243; val_gene_expr_recon_loss: 1919077.9815; val_masked_gp_l1_reg_loss: 12917.6387; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13376.9941; val_global_loss: 3549696.5324; val_optim_loss: 3549696.5324
Epoch 49/400 |██------------------| 12.2% val_auroc_score: 0.9231; val_auprc_score: 0.9858; val_best_acc_score: 0.9337; val_best_f1_score: 0.9631; train_kl_reg_loss: 46398.3275; train_edge_recon_loss: 614438.0599; train_cat_covariates_contrastive_loss: 949852.9143; train_gene_expr_recon_loss: 1917896.0240; train_masked_gp_l1_reg_loss: 12967.7683; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13407.9973; train_global_loss: 3554961.0924; train_optim_loss: 3554961.0924; val_kl_reg_loss: 18892.9453; val_edge_recon_loss: 632266.2910; val_cat_covariates_contrastive_loss: 949721.3003; val_gene_expr_recon_loss: 1916415.9209; val_masked_gp_l1_reg_loss: 13013.5693; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13400.3848; val_global_loss: 3543710.4552; val_optim_loss: 3543710.4552
Epoch 50/400 |██------------------| 12.5% val_auroc_score: 0.9276; val_auprc_score: 0.9869; val_best_acc_score: 0.9364; val_best_f1_score: 0.9646; train_kl_reg_loss: 17915.5285; train_edge_recon_loss: 609845.3904; train_cat_covariates_contrastive_loss: 949975.1903; train_gene_expr_recon_loss: 1917023.4492; train_masked_gp_l1_reg_loss: 13063.4052; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13448.8298; train_global_loss: 3521271.7969; train_optim_loss: 3521271.7969; val_kl_reg_loss: 16493.0003; val_edge_recon_loss: 634083.4831; val_cat_covariates_contrastive_loss: 950853.8841; val_gene_expr_recon_loss: 1912592.2674; val_masked_gp_l1_reg_loss: 13119.5283; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13489.7490; val_global_loss: 3540631.8812; val_optim_loss: 3540631.8812
Epoch 51/400 |██------------------| 12.8% val_auroc_score: 0.9282; val_auprc_score: 0.9868; val_best_acc_score: 0.9353; val_best_f1_score: 0.9640; train_kl_reg_loss: 402938.6062; train_edge_recon_loss: 611643.4877; train_cat_covariates_contrastive_loss: 950241.6027; train_gene_expr_recon_loss: 1912977.3590; train_masked_gp_l1_reg_loss: 13157.9383; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13480.2733; train_global_loss: 3904439.2738; train_optim_loss: 3904439.2738; val_kl_reg_loss: 16547.5975; val_edge_recon_loss: 637931.0530; val_cat_covariates_contrastive_loss: 950859.9807; val_gene_expr_recon_loss: 1911161.1285; val_masked_gp_l1_reg_loss: 13203.2900; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13497.3145; val_global_loss: 3543200.2600; val_optim_loss: 3543200.2600
Epoch 52/400 |██------------------| 13.0% val_auroc_score: 0.9223; val_auprc_score: 0.9857; val_best_acc_score: 0.9351; val_best_f1_score: 0.9640; train_kl_reg_loss: 17883.0223; train_edge_recon_loss: 609557.0313; train_cat_covariates_contrastive_loss: 950043.2976; train_gene_expr_recon_loss: 1912421.9075; train_masked_gp_l1_reg_loss: 13243.0133; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13510.0093; train_global_loss: 3516658.2858; train_optim_loss: 3516658.2858; val_kl_reg_loss: 18014.1827; val_edge_recon_loss: 636385.6348; val_cat_covariates_contrastive_loss: 948849.5700; val_gene_expr_recon_loss: 1909671.7658; val_masked_gp_l1_reg_loss: 13278.7383; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13509.8818; val_global_loss: 3539709.9043; val_optim_loss: 3539709.9043
Epoch 53/400 |██------------------| 13.2% val_auroc_score: 0.9248; val_auprc_score: 0.9862; val_best_acc_score: 0.9346; val_best_f1_score: 0.9636; train_kl_reg_loss: 48066.5682; train_edge_recon_loss: 611925.2401; train_cat_covariates_contrastive_loss: 949978.2007; train_gene_expr_recon_loss: 1910031.2411; train_masked_gp_l1_reg_loss: 13315.9151; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13529.2159; train_global_loss: 3546846.3787; train_optim_loss: 3546846.3787; val_kl_reg_loss: 17243.6471; val_edge_recon_loss: 635238.5038; val_cat_covariates_contrastive_loss: 949436.2861; val_gene_expr_recon_loss: 1908943.9776; val_masked_gp_l1_reg_loss: 13350.7295; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13528.2871; val_global_loss: 3537741.4074; val_optim_loss: 3537741.4074
Epoch 54/400 |██------------------| 13.5% val_auroc_score: 0.9251; val_auprc_score: 0.9861; val_best_acc_score: 0.9351; val_best_f1_score: 0.9638; train_kl_reg_loss: 17913.3446; train_edge_recon_loss: 611760.7083; train_cat_covariates_contrastive_loss: 950081.5390; train_gene_expr_recon_loss: 1908185.1726; train_masked_gp_l1_reg_loss: 13394.8459; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13563.1509; train_global_loss: 3514898.7605; train_optim_loss: 3514898.7605; val_kl_reg_loss: 16888.4924; val_edge_recon_loss: 630052.9914; val_cat_covariates_contrastive_loss: 949148.5056; val_gene_expr_recon_loss: 1906937.5544; val_masked_gp_l1_reg_loss: 13427.6875; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13557.7480; val_global_loss: 3530013.0378; val_optim_loss: 3530013.0378
Epoch 55/400 |██------------------| 13.8% val_auroc_score: 0.9243; val_auprc_score: 0.9862; val_best_acc_score: 0.9347; val_best_f1_score: 0.9637; train_kl_reg_loss: 17894.3132; train_edge_recon_loss: 614180.5295; train_cat_covariates_contrastive_loss: 949916.1458; train_gene_expr_recon_loss: 1905677.6577; train_masked_gp_l1_reg_loss: 13465.4865; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13562.3290; train_global_loss: 3514696.4589; train_optim_loss: 3514696.4589; val_kl_reg_loss: 17225.0223; val_edge_recon_loss: 636687.8534; val_cat_covariates_contrastive_loss: 949371.6549; val_gene_expr_recon_loss: 1904361.2242; val_masked_gp_l1_reg_loss: 13495.0137; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13560.8828; val_global_loss: 3534701.7546; val_optim_loss: 3534701.7546
Epoch 56/400 |██------------------| 14.0% val_auroc_score: 0.9261; val_auprc_score: 0.9865; val_best_acc_score: 0.9346; val_best_f1_score: 0.9636; train_kl_reg_loss: 18689.5649; train_edge_recon_loss: 612115.5205; train_cat_covariates_contrastive_loss: 949816.4130; train_gene_expr_recon_loss: 1904979.4033; train_masked_gp_l1_reg_loss: 13533.6332; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13585.4737; train_global_loss: 3512720.0064; train_optim_loss: 3512720.0064; val_kl_reg_loss: 16431.0547; val_edge_recon_loss: 637627.6228; val_cat_covariates_contrastive_loss: 950082.1833; val_gene_expr_recon_loss: 1901549.6142; val_masked_gp_l1_reg_loss: 13574.2676; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13590.8262; val_global_loss: 3532855.4753; val_optim_loss: 3532855.4753
Epoch 57/400 |██------------------| 14.2% val_auroc_score: 0.9265; val_auprc_score: 0.9866; val_best_acc_score: 0.9344; val_best_f1_score: 0.9636; train_kl_reg_loss: 17485.5130; train_edge_recon_loss: 612459.9607; train_cat_covariates_contrastive_loss: 949672.1065; train_gene_expr_recon_loss: 1903593.9794; train_masked_gp_l1_reg_loss: 13593.5707; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13592.9595; train_global_loss: 3510398.0919; train_optim_loss: 3510398.0919; val_kl_reg_loss: 16910.3074; val_edge_recon_loss: 635539.0903; val_cat_covariates_contrastive_loss: 950101.5044; val_gene_expr_recon_loss: 1903295.3137; val_masked_gp_l1_reg_loss: 13622.7559; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13569.6074; val_global_loss: 3533038.4668; val_optim_loss: 3533038.4668
Epoch 58/400 |██------------------| 14.5% val_auroc_score: 0.9246; val_auprc_score: 0.9862; val_best_acc_score: 0.9332; val_best_f1_score: 0.9628; train_kl_reg_loss: 17408.5195; train_edge_recon_loss: 613043.2377; train_cat_covariates_contrastive_loss: 949739.1964; train_gene_expr_recon_loss: 1903125.1916; train_masked_gp_l1_reg_loss: 13645.2895; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13596.0994; train_global_loss: 3510557.5337; train_optim_loss: 3510557.5337; val_kl_reg_loss: 16683.3754; val_edge_recon_loss: 637383.7049; val_cat_covariates_contrastive_loss: 949279.6721; val_gene_expr_recon_loss: 1902392.7292; val_masked_gp_l1_reg_loss: 13677.4990; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13602.5303; val_global_loss: 3533019.4792; val_optim_loss: 3533019.4792

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 1e-05.

Epoch 59/400 |██------------------| 14.8% val_auroc_score: 0.9283; val_auprc_score: 0.9871; val_best_acc_score: 0.9352; val_best_f1_score: 0.9641; train_kl_reg_loss: 18132.6515; train_edge_recon_loss: 613975.5615; train_cat_covariates_contrastive_loss: 949652.8488; train_gene_expr_recon_loss: 1901613.8349; train_masked_gp_l1_reg_loss: 13564.4310; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13207.3538; train_global_loss: 3510146.6834; train_optim_loss: 3510146.6834; val_kl_reg_loss: 16748.5319; val_edge_recon_loss: 632458.4989; val_cat_covariates_contrastive_loss: 949998.0384; val_gene_expr_recon_loss: 1901392.6015; val_masked_gp_l1_reg_loss: 13569.5645; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13176.8438; val_global_loss: 3527343.9252; val_optim_loss: 3527343.9252
Epoch 60/400 |███-----------------| 15.0% val_auroc_score: 0.9261; val_auprc_score: 0.9866; val_best_acc_score: 0.9348; val_best_f1_score: 0.9638; train_kl_reg_loss: 17358.3571; train_edge_recon_loss: 611175.1257; train_cat_covariates_contrastive_loss: 949600.9986; train_gene_expr_recon_loss: 1901156.6104; train_masked_gp_l1_reg_loss: 13576.5620; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13176.7515; train_global_loss: 3506044.4035; train_optim_loss: 3506044.4035; val_kl_reg_loss: 16754.4111; val_edge_recon_loss: 635976.5690; val_cat_covariates_contrastive_loss: 949537.2485; val_gene_expr_recon_loss: 1900243.9603; val_masked_gp_l1_reg_loss: 13582.6064; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13176.5508; val_global_loss: 3529271.1813; val_optim_loss: 3529271.1813
Epoch 61/400 |███-----------------| 15.2% val_auroc_score: 0.9272; val_auprc_score: 0.9867; val_best_acc_score: 0.9348; val_best_f1_score: 0.9636; train_kl_reg_loss: 17350.0806; train_edge_recon_loss: 609920.8115; train_cat_covariates_contrastive_loss: 949671.5089; train_gene_expr_recon_loss: 1901278.4607; train_masked_gp_l1_reg_loss: 13588.9674; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13176.1295; train_global_loss: 3504985.9587; train_optim_loss: 3504985.9587; val_kl_reg_loss: 16744.3514; val_edge_recon_loss: 635516.2215; val_cat_covariates_contrastive_loss: 949593.4695; val_gene_expr_recon_loss: 1900369.1312; val_masked_gp_l1_reg_loss: 13595.9795; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13177.9414; val_global_loss: 3528997.1767; val_optim_loss: 3528997.1767
Epoch 62/400 |███-----------------| 15.5% val_auroc_score: 0.9279; val_auprc_score: 0.9872; val_best_acc_score: 0.9355; val_best_f1_score: 0.9642; train_kl_reg_loss: 17246.4295; train_edge_recon_loss: 609428.9142; train_cat_covariates_contrastive_loss: 949730.7636; train_gene_expr_recon_loss: 1900963.7819; train_masked_gp_l1_reg_loss: 13603.1584; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13181.7756; train_global_loss: 3504154.8252; train_optim_loss: 3504154.8252; val_kl_reg_loss: 16771.2550; val_edge_recon_loss: 624515.1738; val_cat_covariates_contrastive_loss: 950112.8096; val_gene_expr_recon_loss: 1901731.7461; val_masked_gp_l1_reg_loss: 13608.7695; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13182.0713; val_global_loss: 3519921.7323; val_optim_loss: 3519921.7323
Epoch 63/400 |███-----------------| 15.8% val_auroc_score: 0.9279; val_auprc_score: 0.9869; val_best_acc_score: 0.9351; val_best_f1_score: 0.9639; train_kl_reg_loss: 40960.2162; train_edge_recon_loss: 611233.6260; train_cat_covariates_contrastive_loss: 949614.9104; train_gene_expr_recon_loss: 1900203.2752; train_masked_gp_l1_reg_loss: 13614.2959; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13180.0830; train_global_loss: 3528806.4098; train_optim_loss: 3528806.4098; val_kl_reg_loss: 16792.5514; val_edge_recon_loss: 636300.0024; val_cat_covariates_contrastive_loss: 949694.5588; val_gene_expr_recon_loss: 1900654.7272; val_masked_gp_l1_reg_loss: 13621.4863; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13182.4434; val_global_loss: 3530245.8395; val_optim_loss: 3530245.8395
Epoch 64/400 |███-----------------| 16.0% val_auroc_score: 0.9268; val_auprc_score: 0.9867; val_best_acc_score: 0.9348; val_best_f1_score: 0.9637; train_kl_reg_loss: 17257.9610; train_edge_recon_loss: 610939.3802; train_cat_covariates_contrastive_loss: 949694.1524; train_gene_expr_recon_loss: 1900627.7782; train_masked_gp_l1_reg_loss: 13627.4547; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13185.6016; train_global_loss: 3505332.3317; train_optim_loss: 3505332.3317; val_kl_reg_loss: 16936.1827; val_edge_recon_loss: 635725.0447; val_cat_covariates_contrastive_loss: 949702.3490; val_gene_expr_recon_loss: 1901580.4491; val_masked_gp_l1_reg_loss: 13632.9131; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13188.1191; val_global_loss: 3530765.0224; val_optim_loss: 3530765.0224
Epoch 65/400 |███-----------------| 16.2% val_auroc_score: 0.9285; val_auprc_score: 0.9871; val_best_acc_score: 0.9363; val_best_f1_score: 0.9646; train_kl_reg_loss: 17272.2629; train_edge_recon_loss: 610609.1035; train_cat_covariates_contrastive_loss: 949473.8366; train_gene_expr_recon_loss: 1900407.1422; train_masked_gp_l1_reg_loss: 13638.5051; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13186.6305; train_global_loss: 3504587.4797; train_optim_loss: 3504587.4797; val_kl_reg_loss: 16877.9373; val_edge_recon_loss: 631954.4998; val_cat_covariates_contrastive_loss: 950008.4917; val_gene_expr_recon_loss: 1901107.0428; val_masked_gp_l1_reg_loss: 13644.5400; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13181.6465; val_global_loss: 3526774.2184; val_optim_loss: 3526774.2184
Epoch 66/400 |███-----------------| 16.5% val_auroc_score: 0.9256; val_auprc_score: 0.9863; val_best_acc_score: 0.9344; val_best_f1_score: 0.9635; train_kl_reg_loss: 17245.2541; train_edge_recon_loss: 612775.6205; train_cat_covariates_contrastive_loss: 949631.0440; train_gene_expr_recon_loss: 1900798.2929; train_masked_gp_l1_reg_loss: 13650.1364; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13187.0325; train_global_loss: 3507287.3785; train_optim_loss: 3507287.3785; val_kl_reg_loss: 16786.3135; val_edge_recon_loss: 637262.3331; val_cat_covariates_contrastive_loss: 949786.8382; val_gene_expr_recon_loss: 1898617.8997; val_masked_gp_l1_reg_loss: 13655.9023; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13195.3203; val_global_loss: 3529304.6404; val_optim_loss: 3529304.6404

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 1.0000000000000002e-06.

Epoch 67/400 |███-----------------| 16.8% val_auroc_score: 0.9260; val_auprc_score: 0.9864; val_best_acc_score: 0.9362; val_best_f1_score: 0.9645; train_kl_reg_loss: 17268.9086; train_edge_recon_loss: 613224.1348; train_cat_covariates_contrastive_loss: 949543.3925; train_gene_expr_recon_loss: 1899968.5419; train_masked_gp_l1_reg_loss: 13644.1323; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13151.6953; train_global_loss: 3506800.8107; train_optim_loss: 3506800.8107; val_kl_reg_loss: 16716.6847; val_edge_recon_loss: 630585.7541; val_cat_covariates_contrastive_loss: 949468.8785; val_gene_expr_recon_loss: 1899709.9931; val_masked_gp_l1_reg_loss: 13644.5342; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13145.9883; val_global_loss: 3523271.8164; val_optim_loss: 3523271.8164
Epoch 68/400 |███-----------------| 17.0% val_auroc_score: 0.9277; val_auprc_score: 0.9869; val_best_acc_score: 0.9354; val_best_f1_score: 0.9641; train_kl_reg_loss: 18065.5789; train_edge_recon_loss: 612340.3664; train_cat_covariates_contrastive_loss: 949551.8586; train_gene_expr_recon_loss: 1900561.5731; train_masked_gp_l1_reg_loss: 13645.1426; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13144.2391; train_global_loss: 3507308.7666; train_optim_loss: 3507308.7666; val_kl_reg_loss: 16714.6469; val_edge_recon_loss: 633653.3523; val_cat_covariates_contrastive_loss: 949735.8987; val_gene_expr_recon_loss: 1899154.0768; val_masked_gp_l1_reg_loss: 13645.8066; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13142.7852; val_global_loss: 3526046.4645; val_optim_loss: 3526046.4645
Epoch 69/400 |███-----------------| 17.2% val_auroc_score: 0.9258; val_auprc_score: 0.9864; val_best_acc_score: 0.9344; val_best_f1_score: 0.9634; train_kl_reg_loss: 18110.8743; train_edge_recon_loss: 611559.7577; train_cat_covariates_contrastive_loss: 949584.0559; train_gene_expr_recon_loss: 1900188.9699; train_masked_gp_l1_reg_loss: 13646.5190; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13142.4880; train_global_loss: 3506232.6719; train_optim_loss: 3506232.6719; val_kl_reg_loss: 16689.3979; val_edge_recon_loss: 640096.6338; val_cat_covariates_contrastive_loss: 949707.8623; val_gene_expr_recon_loss: 1899684.9506; val_masked_gp_l1_reg_loss: 13647.2627; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13142.5264; val_global_loss: 3532968.5880; val_optim_loss: 3532968.5880
Epoch 70/400 |███-----------------| 17.5% val_auroc_score: 0.9267; val_auprc_score: 0.9867; val_best_acc_score: 0.9343; val_best_f1_score: 0.9635; train_kl_reg_loss: 17723.5839; train_edge_recon_loss: 612262.0782; train_cat_covariates_contrastive_loss: 949638.5270; train_gene_expr_recon_loss: 1900698.3822; train_masked_gp_l1_reg_loss: 13647.9050; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 13142.5467; train_global_loss: 3507113.0364; train_optim_loss: 3507113.0364; val_kl_reg_loss: 16809.7350; val_edge_recon_loss: 637108.6460; val_cat_covariates_contrastive_loss: 949698.1659; val_gene_expr_recon_loss: 1899025.1921; val_masked_gp_l1_reg_loss: 13648.5537; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 13142.0352; val_global_loss: 3529432.2369; val_optim_loss: 3529432.2369

Stopping early: metric has not improved more than 0.0 in the last 8 epochs.
If the early stopping criterion is too strong, please instantiate it with different parameters in the train method.
Model training finished after 1156 min 49 sec.
Using best model state, which was in epoch 62.

--- MODEL EVALUATION ---
val AUROC score: 0.9069
val AUPRC score: 0.9792
val best accuracy score: 0.9324
val best F1 score: 0.9624
val target rna MSE score: 0.3390
val source rna MSE score: 0.1757
Val cat covariate0 mean sim diff: -0.0023
Val cat covariate1 mean sim diff: -0.0539
Val cat covariate2 mean sim diff: -0.0008

Computing neighbor graph...

Computing UMAP embedding...

Saving model...
