[True, False, True]
Run timestamp: 05102023_213259_5.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'nanostring_cosmx_human_nsclc', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch4', 'batch5', 'batch6', 'batch7', 'batch8', '--n_neighbors', '4', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'human', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'fov', 'patient', '--cat_covariates_no_edges', 'True', 'False', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.03', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '30', '5', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', '960', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000.', '--lambda_gene_expr_recon', '3000.', '--lambda_cat_covariates_contrastive', '1000000.0', '--contrastive_logits_pos_ratio', '0.0078125', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0.0', '--lambda_l1_addon', '0.0', '--edge_batch_size', '512', '--node_batch_size', '256', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_5']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2325.
Number of gene programs after filtering and combining: 1858.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch7...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch8...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 960, n_cat_covariates_embed_input: 0, n_hidden: 960, n_latent: 1613, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960

--- INITIALIZING TRAINER ---
Number of training nodes: 631979
Number of validation nodes: 70220
Number of training edges: 1492281
Number of validation edges: 165809
Edge batch size: 512
Node batch size: 256

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.8675; val_auprc_score: 0.9748; val_best_acc_score: 0.9163; val_best_f1_score: 0.9540; train_kl_reg_loss: 15963.4757; train_edge_recon_loss: 644045.5619; train_cat_covariates_contrastive_loss: 949030.1912; train_gene_expr_recon_loss: 2633649.8581; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 4242689.0904; train_optim_loss: 4242689.0904; val_kl_reg_loss: 18922.5707; val_edge_recon_loss: 656817.9051; val_cat_covariates_contrastive_loss: 948043.2450; val_gene_expr_recon_loss: 2310336.0386; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3934119.7554; val_optim_loss: 3934119.7554
Epoch 49/400 |██------------------| 12.2% val_auroc_score: 0.9330; val_auprc_score: 0.9874; val_best_acc_score: 0.9430; val_best_f1_score: 0.9684; train_kl_reg_loss: 15497.9468; train_edge_recon_loss: 604506.4094; train_cat_covariates_contrastive_loss: 946576.3140; train_gene_expr_recon_loss: 1607873.2460; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3174453.9146; train_optim_loss: 3174453.9146; val_kl_reg_loss: 14452.8869; val_edge_recon_loss: 621846.6671; val_cat_covariates_contrastive_loss: 946910.3765; val_gene_expr_recon_loss: 1606312.4159; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3189522.3410; val_optim_loss: 3189522.3410
Epoch 50/400 |██------------------| 12.5% val_auroc_score: 0.9323; val_auprc_score: 0.9871; val_best_acc_score: 0.9421; val_best_f1_score: 0.9678; train_kl_reg_loss: 15299.4998; train_edge_recon_loss: 607445.5974; train_cat_covariates_contrastive_loss: 946423.0302; train_gene_expr_recon_loss: 1606220.9999; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3175389.1260; train_optim_loss: 3175389.1260; val_kl_reg_loss: 14745.0878; val_edge_recon_loss: 628218.3342; val_cat_covariates_contrastive_loss: 946322.0060; val_gene_expr_recon_loss: 1607424.9977; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3196710.4321; val_optim_loss: 3196710.4321
Epoch 51/400 |██------------------| 12.8% val_auroc_score: 0.9346; val_auprc_score: 0.9880; val_best_acc_score: 0.9418; val_best_f1_score: 0.9677; train_kl_reg_loss: 15205.7662; train_edge_recon_loss: 605231.3041; train_cat_covariates_contrastive_loss: 946397.0254; train_gene_expr_recon_loss: 1605224.6000; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3172058.6968; train_optim_loss: 3172058.6968; val_kl_reg_loss: 14499.0660; val_edge_recon_loss: 623531.2249; val_cat_covariates_contrastive_loss: 946717.2392; val_gene_expr_recon_loss: 1602603.2604; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3187350.7932; val_optim_loss: 3187350.7932
Epoch 52/400 |██------------------| 13.0% val_auroc_score: 0.9275; val_auprc_score: 0.9858; val_best_acc_score: 0.9406; val_best_f1_score: 0.9670; train_kl_reg_loss: 15137.5104; train_edge_recon_loss: 604380.7316; train_cat_covariates_contrastive_loss: 946293.9516; train_gene_expr_recon_loss: 1602611.2015; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3168423.3938; train_optim_loss: 3168423.3938; val_kl_reg_loss: 15140.8102; val_edge_recon_loss: 636522.6215; val_cat_covariates_contrastive_loss: 945650.4298; val_gene_expr_recon_loss: 1601913.4140; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3199227.2662; val_optim_loss: 3199227.2662
Epoch 53/400 |██------------------| 13.2% val_auroc_score: 0.9341; val_auprc_score: 0.9875; val_best_acc_score: 0.9427; val_best_f1_score: 0.9681; train_kl_reg_loss: 15065.6952; train_edge_recon_loss: 606064.3321; train_cat_covariates_contrastive_loss: 946248.8710; train_gene_expr_recon_loss: 1601537.3946; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3168916.2926; train_optim_loss: 3168916.2926; val_kl_reg_loss: 14554.1945; val_edge_recon_loss: 623319.7545; val_cat_covariates_contrastive_loss: 946575.9500; val_gene_expr_recon_loss: 1600864.4657; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3185314.3704; val_optim_loss: 3185314.3704
Epoch 54/400 |██------------------| 13.5% val_auroc_score: 0.9339; val_auprc_score: 0.9874; val_best_acc_score: 0.9421; val_best_f1_score: 0.9678; train_kl_reg_loss: 15040.7662; train_edge_recon_loss: 604967.3803; train_cat_covariates_contrastive_loss: 946268.2023; train_gene_expr_recon_loss: 1600056.9115; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3166333.2605; train_optim_loss: 3166333.2605; val_kl_reg_loss: 14678.1758; val_edge_recon_loss: 628822.0556; val_cat_covariates_contrastive_loss: 946098.4120; val_gene_expr_recon_loss: 1601292.0162; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3190890.6528; val_optim_loss: 3190890.6528
Epoch 55/400 |██------------------| 13.8% val_auroc_score: 0.9347; val_auprc_score: 0.9876; val_best_acc_score: 0.9438; val_best_f1_score: 0.9688; train_kl_reg_loss: 14968.3361; train_edge_recon_loss: 604981.4571; train_cat_covariates_contrastive_loss: 946197.6658; train_gene_expr_recon_loss: 1600304.4849; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3166451.9427; train_optim_loss: 3166451.9427; val_kl_reg_loss: 14562.5436; val_edge_recon_loss: 623006.9444; val_cat_covariates_contrastive_loss: 946533.2936; val_gene_expr_recon_loss: 1600002.1547; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3184104.9398; val_optim_loss: 3184104.9398
Epoch 56/400 |██------------------| 14.0% val_auroc_score: 0.9325; val_auprc_score: 0.9871; val_best_acc_score: 0.9428; val_best_f1_score: 0.9682; train_kl_reg_loss: 14979.8415; train_edge_recon_loss: 605641.7277; train_cat_covariates_contrastive_loss: 946179.0247; train_gene_expr_recon_loss: 1599297.6151; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3166098.2075; train_optim_loss: 3166098.2075; val_kl_reg_loss: 14442.4115; val_edge_recon_loss: 620145.5690; val_cat_covariates_contrastive_loss: 946467.5473; val_gene_expr_recon_loss: 1598549.7793; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3179605.3071; val_optim_loss: 3179605.3071
Epoch 57/400 |██------------------| 14.2% val_auroc_score: 0.9344; val_auprc_score: 0.9877; val_best_acc_score: 0.9418; val_best_f1_score: 0.9676; train_kl_reg_loss: 14950.7917; train_edge_recon_loss: 606598.9658; train_cat_covariates_contrastive_loss: 946202.8826; train_gene_expr_recon_loss: 1597957.0895; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3165709.7308; train_optim_loss: 3165709.7308; val_kl_reg_loss: 14556.9967; val_edge_recon_loss: 625240.2513; val_cat_covariates_contrastive_loss: 946212.7512; val_gene_expr_recon_loss: 1597467.5440; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3183477.5394; val_optim_loss: 3183477.5394
Epoch 58/400 |██------------------| 14.5% val_auroc_score: 0.9343; val_auprc_score: 0.9877; val_best_acc_score: 0.9433; val_best_f1_score: 0.9685; train_kl_reg_loss: 14943.9928; train_edge_recon_loss: 604328.3257; train_cat_covariates_contrastive_loss: 946134.1841; train_gene_expr_recon_loss: 1597517.2174; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3162923.7241; train_optim_loss: 3162923.7241; val_kl_reg_loss: 14755.9294; val_edge_recon_loss: 622967.0316; val_cat_covariates_contrastive_loss: 945983.4211; val_gene_expr_recon_loss: 1597381.2469; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3181087.6289; val_optim_loss: 3181087.6289
Epoch 59/400 |██------------------| 14.8% val_auroc_score: 0.9338; val_auprc_score: 0.9874; val_best_acc_score: 0.9425; val_best_f1_score: 0.9680; train_kl_reg_loss: 14858.0370; train_edge_recon_loss: 607072.5946; train_cat_covariates_contrastive_loss: 946038.7717; train_gene_expr_recon_loss: 1598638.5796; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3166607.9851; train_optim_loss: 3166607.9851; val_kl_reg_loss: 14626.5771; val_edge_recon_loss: 628836.1747; val_cat_covariates_contrastive_loss: 945788.5220; val_gene_expr_recon_loss: 1600091.5941; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3189342.8704; val_optim_loss: 3189342.8704
Epoch 60/400 |███-----------------| 15.0% val_auroc_score: 0.9357; val_auprc_score: 0.9879; val_best_acc_score: 0.9433; val_best_f1_score: 0.9685; train_kl_reg_loss: 14809.1094; train_edge_recon_loss: 604603.1754; train_cat_covariates_contrastive_loss: 945992.6274; train_gene_expr_recon_loss: 1597009.9705; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3162414.8822; train_optim_loss: 3162414.8822; val_kl_reg_loss: 14645.5591; val_edge_recon_loss: 618388.9542; val_cat_covariates_contrastive_loss: 946090.6971; val_gene_expr_recon_loss: 1596280.9618; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3175406.1721; val_optim_loss: 3175406.1721
Epoch 61/400 |███-----------------| 15.2% val_auroc_score: 0.9355; val_auprc_score: 0.9878; val_best_acc_score: 0.9437; val_best_f1_score: 0.9687; train_kl_reg_loss: 14795.5633; train_edge_recon_loss: 604438.8936; train_cat_covariates_contrastive_loss: 945929.5551; train_gene_expr_recon_loss: 1595756.7737; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3160920.7874; train_optim_loss: 3160920.7874; val_kl_reg_loss: 14415.7081; val_edge_recon_loss: 626660.2718; val_cat_covariates_contrastive_loss: 946569.5432; val_gene_expr_recon_loss: 1596535.3191; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3184180.8403; val_optim_loss: 3184180.8403
Epoch 62/400 |███-----------------| 15.5% val_auroc_score: 0.9357; val_auprc_score: 0.9879; val_best_acc_score: 0.9431; val_best_f1_score: 0.9684; train_kl_reg_loss: 14771.9000; train_edge_recon_loss: 607152.0239; train_cat_covariates_contrastive_loss: 945909.9296; train_gene_expr_recon_loss: 1595873.5554; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3163707.4116; train_optim_loss: 3163707.4116; val_kl_reg_loss: 14558.8669; val_edge_recon_loss: 622267.5442; val_cat_covariates_contrastive_loss: 946488.1009; val_gene_expr_recon_loss: 1596368.1786; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3179682.6921; val_optim_loss: 3179682.6921
Epoch 63/400 |███-----------------| 15.8% val_auroc_score: 0.9363; val_auprc_score: 0.9880; val_best_acc_score: 0.9440; val_best_f1_score: 0.9689; train_kl_reg_loss: 14759.6564; train_edge_recon_loss: 605175.0579; train_cat_covariates_contrastive_loss: 945931.0401; train_gene_expr_recon_loss: 1595293.1173; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3161158.8722; train_optim_loss: 3161158.8722; val_kl_reg_loss: 14564.8711; val_edge_recon_loss: 623338.2817; val_cat_covariates_contrastive_loss: 945896.5137; val_gene_expr_recon_loss: 1596058.6748; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3179858.3465; val_optim_loss: 3179858.3465
Epoch 64/400 |███-----------------| 16.0% val_auroc_score: 0.9346; val_auprc_score: 0.9874; val_best_acc_score: 0.9435; val_best_f1_score: 0.9685; train_kl_reg_loss: 14768.4319; train_edge_recon_loss: 601192.8992; train_cat_covariates_contrastive_loss: 945903.3062; train_gene_expr_recon_loss: 1594754.5332; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3156619.1682; train_optim_loss: 3156619.1682; val_kl_reg_loss: 14569.4930; val_edge_recon_loss: 631966.4850; val_cat_covariates_contrastive_loss: 945877.0891; val_gene_expr_recon_loss: 1596451.8221; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3188864.8889; val_optim_loss: 3188864.8889

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 1e-05.

Epoch 65/400 |███-----------------| 16.2% val_auroc_score: 0.9351; val_auprc_score: 0.9877; val_best_acc_score: 0.9436; val_best_f1_score: 0.9686; train_kl_reg_loss: 14726.2308; train_edge_recon_loss: 605251.4374; train_cat_covariates_contrastive_loss: 945839.2547; train_gene_expr_recon_loss: 1591940.2192; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3157757.1443; train_optim_loss: 3157757.1443; val_kl_reg_loss: 14514.9160; val_edge_recon_loss: 623765.6332; val_cat_covariates_contrastive_loss: 945790.9246; val_gene_expr_recon_loss: 1592719.6073; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3176791.0849; val_optim_loss: 3176791.0849
Epoch 66/400 |███-----------------| 16.5% val_auroc_score: 0.9347; val_auprc_score: 0.9880; val_best_acc_score: 0.9432; val_best_f1_score: 0.9685; train_kl_reg_loss: 14778.2600; train_edge_recon_loss: 602617.1148; train_cat_covariates_contrastive_loss: 945845.0167; train_gene_expr_recon_loss: 1591495.0622; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3154735.4521; train_optim_loss: 3154735.4521; val_kl_reg_loss: 14551.4684; val_edge_recon_loss: 619295.6653; val_cat_covariates_contrastive_loss: 946278.1682; val_gene_expr_recon_loss: 1592581.9981; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3172707.3017; val_optim_loss: 3172707.3017
Epoch 67/400 |███-----------------| 16.8% val_auroc_score: 0.9336; val_auprc_score: 0.9874; val_best_acc_score: 0.9438; val_best_f1_score: 0.9687; train_kl_reg_loss: 14800.7797; train_edge_recon_loss: 605243.2355; train_cat_covariates_contrastive_loss: 945825.3734; train_gene_expr_recon_loss: 1591673.0402; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3157542.4297; train_optim_loss: 3157542.4297; val_kl_reg_loss: 14584.2293; val_edge_recon_loss: 623357.7641; val_cat_covariates_contrastive_loss: 945987.4306; val_gene_expr_recon_loss: 1590790.6034; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3174720.0216; val_optim_loss: 3174720.0216
Epoch 68/400 |███-----------------| 17.0% val_auroc_score: 0.9352; val_auprc_score: 0.9877; val_best_acc_score: 0.9433; val_best_f1_score: 0.9686; train_kl_reg_loss: 14810.0059; train_edge_recon_loss: 604743.3430; train_cat_covariates_contrastive_loss: 945855.2153; train_gene_expr_recon_loss: 1591502.8641; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3156911.4294; train_optim_loss: 3156911.4294; val_kl_reg_loss: 14538.2333; val_edge_recon_loss: 622106.5858; val_cat_covariates_contrastive_loss: 945910.5679; val_gene_expr_recon_loss: 1592356.0451; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3174911.4344; val_optim_loss: 3174911.4344
Epoch 69/400 |███-----------------| 17.2% val_auroc_score: 0.9364; val_auprc_score: 0.9879; val_best_acc_score: 0.9438; val_best_f1_score: 0.9687; train_kl_reg_loss: 14757.6176; train_edge_recon_loss: 603963.3856; train_cat_covariates_contrastive_loss: 945826.3983; train_gene_expr_recon_loss: 1591501.9485; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3156049.3514; train_optim_loss: 3156049.3514; val_kl_reg_loss: 14502.4068; val_edge_recon_loss: 623112.3848; val_cat_covariates_contrastive_loss: 945849.2566; val_gene_expr_recon_loss: 1590629.2434; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3174093.2886; val_optim_loss: 3174093.2886
Epoch 70/400 |███-----------------| 17.5% val_auroc_score: 0.9359; val_auprc_score: 0.9878; val_best_acc_score: 0.9438; val_best_f1_score: 0.9687; train_kl_reg_loss: 14714.2743; train_edge_recon_loss: 603924.3554; train_cat_covariates_contrastive_loss: 945829.3167; train_gene_expr_recon_loss: 1591254.4287; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3155722.3758; train_optim_loss: 3155722.3758; val_kl_reg_loss: 14589.2159; val_edge_recon_loss: 625262.7207; val_cat_covariates_contrastive_loss: 945764.8005; val_gene_expr_recon_loss: 1593974.4850; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3179591.2145; val_optim_loss: 3179591.2145

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 1.0000000000000002e-06.

Epoch 71/400 |███-----------------| 17.8% val_auroc_score: 0.9334; val_auprc_score: 0.9872; val_best_acc_score: 0.9434; val_best_f1_score: 0.9685; train_kl_reg_loss: 14752.0946; train_edge_recon_loss: 603841.8821; train_cat_covariates_contrastive_loss: 945825.1627; train_gene_expr_recon_loss: 1591187.2084; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3155606.3465; train_optim_loss: 3155606.3465; val_kl_reg_loss: 14565.6481; val_edge_recon_loss: 625899.7664; val_cat_covariates_contrastive_loss: 945886.4574; val_gene_expr_recon_loss: 1591797.9691; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3178149.8372; val_optim_loss: 3178149.8372
Epoch 72/400 |███-----------------| 18.0% val_auroc_score: 0.9339; val_auprc_score: 0.9874; val_best_acc_score: 0.9432; val_best_f1_score: 0.9684; train_kl_reg_loss: 14760.3650; train_edge_recon_loss: 603723.2537; train_cat_covariates_contrastive_loss: 945856.0823; train_gene_expr_recon_loss: 1590971.2936; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3155310.9966; train_optim_loss: 3155310.9966; val_kl_reg_loss: 14594.1096; val_edge_recon_loss: 626996.0010; val_cat_covariates_contrastive_loss: 945931.5540; val_gene_expr_recon_loss: 1591358.4992; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3178880.1674; val_optim_loss: 3178880.1674
Epoch 73/400 |███-----------------| 18.2% val_auroc_score: 0.9348; val_auprc_score: 0.9876; val_best_acc_score: 0.9439; val_best_f1_score: 0.9688; train_kl_reg_loss: 14757.2097; train_edge_recon_loss: 605370.7109; train_cat_covariates_contrastive_loss: 945708.6006; train_gene_expr_recon_loss: 1591408.3745; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3157244.8953; train_optim_loss: 3157244.8953; val_kl_reg_loss: 14600.2255; val_edge_recon_loss: 625353.6993; val_cat_covariates_contrastive_loss: 945802.8611; val_gene_expr_recon_loss: 1592148.4579; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3177905.2438; val_optim_loss: 3177905.2438
Epoch 74/400 |███-----------------| 18.5% val_auroc_score: 0.9368; val_auprc_score: 0.9882; val_best_acc_score: 0.9439; val_best_f1_score: 0.9688; train_kl_reg_loss: 14741.0212; train_edge_recon_loss: 604730.8879; train_cat_covariates_contrastive_loss: 945799.5141; train_gene_expr_recon_loss: 1590987.1882; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3156258.6101; train_optim_loss: 3156258.6101; val_kl_reg_loss: 14590.0512; val_edge_recon_loss: 623173.9830; val_cat_covariates_contrastive_loss: 945864.6530; val_gene_expr_recon_loss: 1592524.3333; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3176153.0193; val_optim_loss: 3176153.0193

Stopping early: metric has not improved more than 0.0 in the last 8 epochs.
If the early stopping criterion is too strong, please instantiate it with different parameters in the train method.
Model training finished after 1234 min 44 sec.
Using best model state, which was in epoch 66.

--- MODEL EVALUATION ---
val AUROC score: 0.9254
val AUPRC score: 0.9836
val best accuracy score: 0.9426
val best F1 score: 0.9681
