[True, False, True]
Run timestamp: 05102023_213300_18.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'nanostring_cosmx_human_nsclc', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch4', 'batch5', 'batch6', 'batch7', 'batch8', '--n_neighbors', '4', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'human', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'fov', 'patient', '--cat_covariates_no_edges', 'True', 'False', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '100', '--active_gp_thresh_ratio', '0.03', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '30', '15', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', '960', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000.', '--lambda_gene_expr_recon', '3000.', '--lambda_cat_covariates_contrastive', '1000000.0', '--contrastive_logits_pos_ratio', '0.015625', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '100.0', '--lambda_l1_addon', '100.0', '--edge_batch_size', '512', '--node_batch_size', '256', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_18']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2325.
Number of gene programs after filtering and combining: 1858.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch7...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch8...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 960, n_cat_covariates_embed_input: 0, n_hidden: 960, n_latent: 1613, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 48, n_output: 960
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 48, n_output: 960

--- INITIALIZING TRAINER ---
Number of training nodes: 631979
Number of validation nodes: 70220
Number of training edges: 1492281
Number of validation edges: 165809
Edge batch size: 512
Node batch size: 256

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.8960; val_auprc_score: 0.9817; val_best_acc_score: 0.9225; val_best_f1_score: 0.9573; train_kl_reg_loss: 14665.9071; train_edge_recon_loss: 638367.8464; train_cat_covariates_contrastive_loss: 948387.2641; train_gene_expr_recon_loss: 2763279.1941; train_masked_gp_l1_reg_loss: 11008.1240; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 29121.2152; train_global_loss: 4404829.5538; train_optim_loss: 4404829.5538; val_kl_reg_loss: 19174.2792; val_edge_recon_loss: 648711.5632; val_cat_covariates_contrastive_loss: 948522.9394; val_gene_expr_recon_loss: 2526776.7785; val_masked_gp_l1_reg_loss: 12074.3916; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 16342.8877; val_global_loss: 4171603.0532; val_optim_loss: 4171603.0532
Epoch 48/400 |██------------------| 12.0% val_auroc_score: 0.9281; val_auprc_score: 0.9867; val_best_acc_score: 0.9372; val_best_f1_score: 0.9651; train_kl_reg_loss: 13887.9621; train_edge_recon_loss: 609910.1534; train_cat_covariates_contrastive_loss: 948627.4154; train_gene_expr_recon_loss: 1837506.9641; train_masked_gp_l1_reg_loss: 10195.0823; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12049.4274; train_global_loss: 3432177.0052; train_optim_loss: 3432177.0052; val_kl_reg_loss: 13232.6865; val_edge_recon_loss: 632510.9320; val_cat_covariates_contrastive_loss: 949171.3328; val_gene_expr_recon_loss: 1838755.6929; val_masked_gp_l1_reg_loss: 10206.0010; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12042.4336; val_global_loss: 3455919.1412; val_optim_loss: 3455919.1412
Epoch 49/400 |██------------------| 12.2% val_auroc_score: 0.9274; val_auprc_score: 0.9867; val_best_acc_score: 0.9349; val_best_f1_score: 0.9638; train_kl_reg_loss: 14097.4645; train_edge_recon_loss: 609524.0657; train_cat_covariates_contrastive_loss: 948495.5639; train_gene_expr_recon_loss: 1836327.9599; train_masked_gp_l1_reg_loss: 10220.5525; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12038.2551; train_global_loss: 3430703.8640; train_optim_loss: 3430703.8640; val_kl_reg_loss: 12897.0150; val_edge_recon_loss: 636179.5537; val_cat_covariates_contrastive_loss: 949059.1032; val_gene_expr_recon_loss: 1838744.0498; val_masked_gp_l1_reg_loss: 10229.2783; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12020.4697; val_global_loss: 3459129.4691; val_optim_loss: 3459129.4691
Epoch 50/400 |██------------------| 12.5% val_auroc_score: 0.9263; val_auprc_score: 0.9863; val_best_acc_score: 0.9354; val_best_f1_score: 0.9640; train_kl_reg_loss: 13925.0077; train_edge_recon_loss: 610507.4958; train_cat_covariates_contrastive_loss: 948450.1320; train_gene_expr_recon_loss: 1835429.3087; train_masked_gp_l1_reg_loss: 10238.5852; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12034.9454; train_global_loss: 3430585.4746; train_optim_loss: 3430585.4746; val_kl_reg_loss: 13216.7533; val_edge_recon_loss: 636126.2098; val_cat_covariates_contrastive_loss: 948642.9601; val_gene_expr_recon_loss: 1837317.4271; val_masked_gp_l1_reg_loss: 10245.7725; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12041.9092; val_global_loss: 3457591.1019; val_optim_loss: 3457591.1019
Epoch 51/400 |██------------------| 12.8% val_auroc_score: 0.9229; val_auprc_score: 0.9856; val_best_acc_score: 0.9346; val_best_f1_score: 0.9636; train_kl_reg_loss: 14102.4790; train_edge_recon_loss: 610004.4568; train_cat_covariates_contrastive_loss: 948661.0330; train_gene_expr_recon_loss: 1834706.5054; train_masked_gp_l1_reg_loss: 10261.2122; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12049.9330; train_global_loss: 3429785.6186; train_optim_loss: 3429785.6186; val_kl_reg_loss: 13615.6006; val_edge_recon_loss: 632593.5703; val_cat_covariates_contrastive_loss: 947620.1294; val_gene_expr_recon_loss: 1835857.3264; val_masked_gp_l1_reg_loss: 10273.9404; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12054.0127; val_global_loss: 3452014.6265; val_optim_loss: 3452014.6265
Epoch 52/400 |██------------------| 13.0% val_auroc_score: 0.9252; val_auprc_score: 0.9862; val_best_acc_score: 0.9360; val_best_f1_score: 0.9644; train_kl_reg_loss: 16030.9521; train_edge_recon_loss: 610624.7624; train_cat_covariates_contrastive_loss: 948562.3122; train_gene_expr_recon_loss: 1833540.8346; train_masked_gp_l1_reg_loss: 10288.0763; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12058.6899; train_global_loss: 3431105.6262; train_optim_loss: 3431105.6262; val_kl_reg_loss: 13141.2097; val_edge_recon_loss: 630140.7415; val_cat_covariates_contrastive_loss: 948486.8121; val_gene_expr_recon_loss: 1834423.8769; val_masked_gp_l1_reg_loss: 10304.1133; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12062.0225; val_global_loss: 3448558.6412; val_optim_loss: 3448558.6412
Epoch 53/400 |██------------------| 13.2% val_auroc_score: 0.9254; val_auprc_score: 0.9863; val_best_acc_score: 0.9356; val_best_f1_score: 0.9641; train_kl_reg_loss: 13922.8240; train_edge_recon_loss: 610118.1823; train_cat_covariates_contrastive_loss: 948405.7325; train_gene_expr_recon_loss: 1832972.5810; train_masked_gp_l1_reg_loss: 10317.7732; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12055.1477; train_global_loss: 3427792.2413; train_optim_loss: 3427792.2413; val_kl_reg_loss: 13325.7156; val_edge_recon_loss: 630847.1726; val_cat_covariates_contrastive_loss: 948404.1769; val_gene_expr_recon_loss: 1833924.2704; val_masked_gp_l1_reg_loss: 10330.0029; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12060.7529; val_global_loss: 3448892.0965; val_optim_loss: 3448892.0965
Epoch 54/400 |██------------------| 13.5% val_auroc_score: 0.9266; val_auprc_score: 0.9864; val_best_acc_score: 0.9367; val_best_f1_score: 0.9647; train_kl_reg_loss: 13916.9281; train_edge_recon_loss: 608806.4565; train_cat_covariates_contrastive_loss: 948369.6989; train_gene_expr_recon_loss: 1832064.9309; train_masked_gp_l1_reg_loss: 10341.0794; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12050.3246; train_global_loss: 3425549.4154; train_optim_loss: 3425549.4154; val_kl_reg_loss: 13486.8051; val_edge_recon_loss: 631674.0228; val_cat_covariates_contrastive_loss: 948217.7195; val_gene_expr_recon_loss: 1833903.8684; val_masked_gp_l1_reg_loss: 10353.9463; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12055.8789; val_global_loss: 3449692.4167; val_optim_loss: 3449692.4167
Epoch 55/400 |██------------------| 13.8% val_auroc_score: 0.9279; val_auprc_score: 0.9867; val_best_acc_score: 0.9359; val_best_f1_score: 0.9643; train_kl_reg_loss: 13844.7089; train_edge_recon_loss: 609689.2211; train_cat_covariates_contrastive_loss: 948348.9297; train_gene_expr_recon_loss: 1831140.9703; train_masked_gp_l1_reg_loss: 10362.7724; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12048.4264; train_global_loss: 3425435.0259; train_optim_loss: 3425435.0259; val_kl_reg_loss: 13463.1180; val_edge_recon_loss: 632571.5116; val_cat_covariates_contrastive_loss: 948388.5802; val_gene_expr_recon_loss: 1834321.0285; val_masked_gp_l1_reg_loss: 10373.8281; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12035.1680; val_global_loss: 3451153.2330; val_optim_loss: 3451153.2330
Epoch 56/400 |██------------------| 14.0% val_auroc_score: 0.9276; val_auprc_score: 0.9866; val_best_acc_score: 0.9359; val_best_f1_score: 0.9643; train_kl_reg_loss: 15154.6037; train_edge_recon_loss: 611787.1707; train_cat_covariates_contrastive_loss: 948300.8037; train_gene_expr_recon_loss: 1831419.9760; train_masked_gp_l1_reg_loss: 10381.6649; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 12051.3493; train_global_loss: 3429095.5685; train_optim_loss: 3429095.5685; val_kl_reg_loss: 13433.8125; val_edge_recon_loss: 632243.8535; val_cat_covariates_contrastive_loss: 948185.9286; val_gene_expr_recon_loss: 1833653.7411; val_masked_gp_l1_reg_loss: 10397.1426; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 12066.9844; val_global_loss: 3449981.5895; val_optim_loss: 3449981.5895

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 1e-05.

Epoch 57/400 |██------------------| 14.2% val_auroc_score: 0.9272; val_auprc_score: 0.9864; val_best_acc_score: 0.9363; val_best_f1_score: 0.9647; train_kl_reg_loss: 13896.3440; train_edge_recon_loss: 611411.0414; train_cat_covariates_contrastive_loss: 948196.2780; train_gene_expr_recon_loss: 1829514.9332; train_masked_gp_l1_reg_loss: 10292.9162; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11734.0317; train_global_loss: 3425045.5401; train_optim_loss: 3425045.5401; val_kl_reg_loss: 13499.1979; val_edge_recon_loss: 632566.9858; val_cat_covariates_contrastive_loss: 948916.0307; val_gene_expr_recon_loss: 1833122.6941; val_masked_gp_l1_reg_loss: 10294.2715; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11705.8428; val_global_loss: 3450104.9090; val_optim_loss: 3450104.9090
Epoch 58/400 |██------------------| 14.5% val_auroc_score: 0.9271; val_auprc_score: 0.9863; val_best_acc_score: 0.9359; val_best_f1_score: 0.9644; train_kl_reg_loss: 13874.9413; train_edge_recon_loss: 609487.8641; train_cat_covariates_contrastive_loss: 948190.5226; train_gene_expr_recon_loss: 1829442.4755; train_masked_gp_l1_reg_loss: 10297.6177; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11700.7086; train_global_loss: 3422994.1283; train_optim_loss: 3422994.1283; val_kl_reg_loss: 13445.0894; val_edge_recon_loss: 634345.3633; val_cat_covariates_contrastive_loss: 947952.1049; val_gene_expr_recon_loss: 1833140.5112; val_masked_gp_l1_reg_loss: 10300.0537; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11695.7969; val_global_loss: 3450878.8133; val_optim_loss: 3450878.8133
Epoch 59/400 |██------------------| 14.8% val_auroc_score: 0.9265; val_auprc_score: 0.9862; val_best_acc_score: 0.9363; val_best_f1_score: 0.9645; train_kl_reg_loss: 13875.3294; train_edge_recon_loss: 610316.4784; train_cat_covariates_contrastive_loss: 948168.6831; train_gene_expr_recon_loss: 1829600.1120; train_masked_gp_l1_reg_loss: 10302.4162; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11695.3950; train_global_loss: 3423958.4179; train_optim_loss: 3423958.4179; val_kl_reg_loss: 13342.4168; val_edge_recon_loss: 634221.8875; val_cat_covariates_contrastive_loss: 949436.4570; val_gene_expr_recon_loss: 1832460.2211; val_masked_gp_l1_reg_loss: 10303.9150; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11691.4980; val_global_loss: 3451456.4823; val_optim_loss: 3451456.4823
Epoch 60/400 |███-----------------| 15.0% val_auroc_score: 0.9241; val_auprc_score: 0.9858; val_best_acc_score: 0.9359; val_best_f1_score: 0.9643; train_kl_reg_loss: 13897.3685; train_edge_recon_loss: 610352.4418; train_cat_covariates_contrastive_loss: 948265.1685; train_gene_expr_recon_loss: 1829573.1651; train_masked_gp_l1_reg_loss: 10307.1173; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11688.8527; train_global_loss: 3424084.1147; train_optim_loss: 3424084.1147; val_kl_reg_loss: 13539.2258; val_edge_recon_loss: 633143.2610; val_cat_covariates_contrastive_loss: 947636.4539; val_gene_expr_recon_loss: 1832030.3449; val_masked_gp_l1_reg_loss: 10309.6836; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11689.5801; val_global_loss: 3448348.5502; val_optim_loss: 3448348.5502
Epoch 61/400 |███-----------------| 15.2% val_auroc_score: 0.9269; val_auprc_score: 0.9862; val_best_acc_score: 0.9353; val_best_f1_score: 0.9640; train_kl_reg_loss: 13847.8921; train_edge_recon_loss: 612404.4289; train_cat_covariates_contrastive_loss: 948259.4022; train_gene_expr_recon_loss: 1828731.3756; train_masked_gp_l1_reg_loss: 10311.5486; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11691.4567; train_global_loss: 3425246.0991; train_optim_loss: 3425246.0991; val_kl_reg_loss: 13304.8684; val_edge_recon_loss: 636353.3498; val_cat_covariates_contrastive_loss: 948458.9591; val_gene_expr_recon_loss: 1832603.8765; val_masked_gp_l1_reg_loss: 10314.6270; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11692.5439; val_global_loss: 3452728.3025; val_optim_loss: 3452728.3025
Epoch 62/400 |███-----------------| 15.5% val_auroc_score: 0.9278; val_auprc_score: 0.9866; val_best_acc_score: 0.9356; val_best_f1_score: 0.9642; train_kl_reg_loss: 13789.6787; train_edge_recon_loss: 610644.4432; train_cat_covariates_contrastive_loss: 948197.9083; train_gene_expr_recon_loss: 1829037.0926; train_masked_gp_l1_reg_loss: 10316.8410; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11694.7993; train_global_loss: 3423680.7616; train_optim_loss: 3423680.7616; val_kl_reg_loss: 13377.4790; val_edge_recon_loss: 633819.1232; val_cat_covariates_contrastive_loss: 948552.0968; val_gene_expr_recon_loss: 1830937.9985; val_masked_gp_l1_reg_loss: 10319.4531; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11695.3838; val_global_loss: 3448701.6921; val_optim_loss: 3448701.6921
Epoch 63/400 |███-----------------| 15.8% val_auroc_score: 0.9280; val_auprc_score: 0.9866; val_best_acc_score: 0.9360; val_best_f1_score: 0.9643; train_kl_reg_loss: 13855.9702; train_edge_recon_loss: 611489.8459; train_cat_covariates_contrastive_loss: 948339.9956; train_gene_expr_recon_loss: 1829404.2309; train_masked_gp_l1_reg_loss: 10321.4962; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11695.0509; train_global_loss: 3425106.5900; train_optim_loss: 3425106.5900; val_kl_reg_loss: 13413.3167; val_edge_recon_loss: 631325.2415; val_cat_covariates_contrastive_loss: 948002.1362; val_gene_expr_recon_loss: 1831290.6671; val_masked_gp_l1_reg_loss: 10322.9883; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11702.2061; val_global_loss: 3446056.6042; val_optim_loss: 3446056.6042
Epoch 64/400 |███-----------------| 16.0% val_auroc_score: 0.9280; val_auprc_score: 0.9867; val_best_acc_score: 0.9360; val_best_f1_score: 0.9644; train_kl_reg_loss: 13792.2342; train_edge_recon_loss: 610096.9202; train_cat_covariates_contrastive_loss: 948197.3500; train_gene_expr_recon_loss: 1829130.8451; train_masked_gp_l1_reg_loss: 10325.5514; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11698.8062; train_global_loss: 3423241.7075; train_optim_loss: 3423241.7075; val_kl_reg_loss: 13320.7578; val_edge_recon_loss: 632159.9689; val_cat_covariates_contrastive_loss: 948454.7421; val_gene_expr_recon_loss: 1830650.7238; val_masked_gp_l1_reg_loss: 10328.0850; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11697.6133; val_global_loss: 3446611.6906; val_optim_loss: 3446611.6906
Epoch 65/400 |███-----------------| 16.2% val_auroc_score: 0.9283; val_auprc_score: 0.9866; val_best_acc_score: 0.9356; val_best_f1_score: 0.9642; train_kl_reg_loss: 13795.9244; train_edge_recon_loss: 609553.8290; train_cat_covariates_contrastive_loss: 948119.3006; train_gene_expr_recon_loss: 1829071.8663; train_masked_gp_l1_reg_loss: 10330.2435; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11698.4013; train_global_loss: 3422569.5666; train_optim_loss: 3422569.5666; val_kl_reg_loss: 13355.3735; val_edge_recon_loss: 637591.3160; val_cat_covariates_contrastive_loss: 947880.8758; val_gene_expr_recon_loss: 1832135.8399; val_masked_gp_l1_reg_loss: 10332.7324; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11692.5820; val_global_loss: 3452988.6543; val_optim_loss: 3452988.6543
Epoch 66/400 |███-----------------| 16.5% val_auroc_score: 0.9277; val_auprc_score: 0.9864; val_best_acc_score: 0.9356; val_best_f1_score: 0.9642; train_kl_reg_loss: 13789.9327; train_edge_recon_loss: 611600.4373; train_cat_covariates_contrastive_loss: 948314.1303; train_gene_expr_recon_loss: 1828540.0939; train_masked_gp_l1_reg_loss: 10333.7896; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11696.7811; train_global_loss: 3424275.1643; train_optim_loss: 3424275.1643; val_kl_reg_loss: 13389.7072; val_edge_recon_loss: 637468.2374; val_cat_covariates_contrastive_loss: 948138.7616; val_gene_expr_recon_loss: 1829582.8885; val_masked_gp_l1_reg_loss: 10335.6406; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11701.8154; val_global_loss: 3450617.1011; val_optim_loss: 3450617.1011
Epoch 67/400 |███-----------------| 16.8% val_auroc_score: 0.9291; val_auprc_score: 0.9870; val_best_acc_score: 0.9366; val_best_f1_score: 0.9647; train_kl_reg_loss: 13796.9027; train_edge_recon_loss: 607663.3042; train_cat_covariates_contrastive_loss: 948185.5358; train_gene_expr_recon_loss: 1828519.4657; train_masked_gp_l1_reg_loss: 10337.2362; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11700.2096; train_global_loss: 3420202.6571; train_optim_loss: 3420202.6571; val_kl_reg_loss: 13395.0089; val_edge_recon_loss: 625527.8090; val_cat_covariates_contrastive_loss: 947749.4819; val_gene_expr_recon_loss: 1830668.1551; val_masked_gp_l1_reg_loss: 10339.3037; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11701.2891; val_global_loss: 3439380.9599; val_optim_loss: 3439380.9599
Epoch 68/400 |███-----------------| 17.0% val_auroc_score: 0.9258; val_auprc_score: 0.9861; val_best_acc_score: 0.9361; val_best_f1_score: 0.9645; train_kl_reg_loss: 13771.5426; train_edge_recon_loss: 608822.8864; train_cat_covariates_contrastive_loss: 948150.3554; train_gene_expr_recon_loss: 1828633.8937; train_masked_gp_l1_reg_loss: 10340.2536; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11699.8267; train_global_loss: 3421418.7580; train_optim_loss: 3421418.7580; val_kl_reg_loss: 13456.0723; val_edge_recon_loss: 635858.0546; val_cat_covariates_contrastive_loss: 948241.7243; val_gene_expr_recon_loss: 1830936.9421; val_masked_gp_l1_reg_loss: 10341.9346; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11700.4004; val_global_loss: 3450535.3002; val_optim_loss: 3450535.3002
Epoch 69/400 |███-----------------| 17.2% val_auroc_score: 0.9274; val_auprc_score: 0.9863; val_best_acc_score: 0.9364; val_best_f1_score: 0.9645; train_kl_reg_loss: 13823.3482; train_edge_recon_loss: 607557.5548; train_cat_covariates_contrastive_loss: 948170.7598; train_gene_expr_recon_loss: 1829042.4240; train_masked_gp_l1_reg_loss: 10343.5176; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11701.2530; train_global_loss: 3420638.8539; train_optim_loss: 3420638.8539; val_kl_reg_loss: 13385.4707; val_edge_recon_loss: 635663.6884; val_cat_covariates_contrastive_loss: 948171.3615; val_gene_expr_recon_loss: 1835969.1655; val_masked_gp_l1_reg_loss: 10346.3281; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11712.5918; val_global_loss: 3455248.4306; val_optim_loss: 3455248.4306
Epoch 70/400 |███-----------------| 17.5% val_auroc_score: 0.9290; val_auprc_score: 0.9869; val_best_acc_score: 0.9368; val_best_f1_score: 0.9649; train_kl_reg_loss: 13704.8434; train_edge_recon_loss: 610052.8396; train_cat_covariates_contrastive_loss: 948098.3928; train_gene_expr_recon_loss: 1832087.1443; train_masked_gp_l1_reg_loss: 10350.0485; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11716.6125; train_global_loss: 3426009.8757; train_optim_loss: 3426009.8757; val_kl_reg_loss: 13322.0613; val_edge_recon_loss: 626457.3710; val_cat_covariates_contrastive_loss: 947720.3559; val_gene_expr_recon_loss: 1833706.2195; val_masked_gp_l1_reg_loss: 10353.0254; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11706.6895; val_global_loss: 3443265.7569; val_optim_loss: 3443265.7569
Epoch 71/400 |███-----------------| 17.8% val_auroc_score: 0.9273; val_auprc_score: 0.9864; val_best_acc_score: 0.9359; val_best_f1_score: 0.9643; train_kl_reg_loss: 13880.1920; train_edge_recon_loss: 610705.0259; train_cat_covariates_contrastive_loss: 948151.1612; train_gene_expr_recon_loss: 1831342.1727; train_masked_gp_l1_reg_loss: 10356.2231; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11691.4278; train_global_loss: 3426126.1999; train_optim_loss: 3426126.1999; val_kl_reg_loss: 13340.5123; val_edge_recon_loss: 632646.3278; val_cat_covariates_contrastive_loss: 947643.6377; val_gene_expr_recon_loss: 1833429.9074; val_masked_gp_l1_reg_loss: 10357.8994; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11676.7246; val_global_loss: 3449095.1265; val_optim_loss: 3449095.1265

Reducing learning rate: metric has not improved more than 0.0 in the last 4 epochs.
New learning rate is 1.0000000000000002e-06.

Epoch 72/400 |███-----------------| 18.0% val_auroc_score: 0.9268; val_auprc_score: 0.9863; val_best_acc_score: 0.9359; val_best_f1_score: 0.9644; train_kl_reg_loss: 13723.4636; train_edge_recon_loss: 609265.4626; train_cat_covariates_contrastive_loss: 948043.8475; train_gene_expr_recon_loss: 1830906.9826; train_masked_gp_l1_reg_loss: 10347.7740; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11642.6461; train_global_loss: 3423930.1796; train_optim_loss: 3423930.1796; val_kl_reg_loss: 13304.5035; val_edge_recon_loss: 633128.9446; val_cat_covariates_contrastive_loss: 948221.0814; val_gene_expr_recon_loss: 1833206.8476; val_masked_gp_l1_reg_loss: 10347.8809; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11636.2949; val_global_loss: 3449845.6273; val_optim_loss: 3449845.6273
Epoch 73/400 |███-----------------| 18.2% val_auroc_score: 0.9279; val_auprc_score: 0.9867; val_best_acc_score: 0.9365; val_best_f1_score: 0.9647; train_kl_reg_loss: 13717.2955; train_edge_recon_loss: 610983.9962; train_cat_covariates_contrastive_loss: 948188.1249; train_gene_expr_recon_loss: 1831260.3525; train_masked_gp_l1_reg_loss: 10348.1645; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 11634.1395; train_global_loss: 3426132.1022; train_optim_loss: 3426132.1022; val_kl_reg_loss: 13340.4924; val_edge_recon_loss: 632135.8172; val_cat_covariates_contrastive_loss: 947837.5841; val_gene_expr_recon_loss: 1832524.3476; val_masked_gp_l1_reg_loss: 10348.4316; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 11632.1523; val_global_loss: 3447818.9884; val_optim_loss: 3447818.9884
